cliente,precio_venta,peso,t_id,fecha_venta,hora_venta,tipo,fecha_recogida,hora_recogida,lote,marca,coste_inicial,proveedor
CompraMaestra,4.297327328906115,373.06491240152513,Pomegranet001012.png,2022/09/09,23:00,Pomegranate,2022/09/09,16:00,V79S69M82G78K84L48M48M50J80T71,ExquisitoJardín,2.349728354847163,Carnes Sostenibles CampoReal
CompraMaestra,2.808941468255392,352.1806025486592,Pomegranet001041.png,2022/09/09,18:00,Pomegranate,2022/09/09,08:00,V79S69M82G78K84L48M48P49J80T71,FrescuraMágica,1.4688476415654343,Pecuaria Moderna Alcaraz
CompraMaestra,2.5167602749026634,98.18461554720184,Pomegranet0011.png,2022/09/14,02:00,Pomegranate,2022/09/14,01:00,V79S69M82G78K84L48M49J80T71,PaladarDorado,1.5759054380618374,Pecuaria Moderna Alcaraz
CompraMaestra,3.2944219477288854,201.44126335690652,Pomegranet001151.png,2022/09/16,20:00,Pomegranate,2022/09/16,20:00,V79S69M82G78K84L48M49Q49J80T71,SaborNativo,1.1726308627619495,Maquinaria Agrícola Avanzada
CompraMaestra,3.350630169813249,317.2013205798749,Pomegranet001182.png,2022/09/25,17:00,Pomegranate,2022/09/25,09:00,V79S69M82G78K84L48M49T50J80T71,DulceEncanto,1.8307460734139704,Agricultura Inteligente TechCultivos
CompraMaestra,3.6649592432831817,434.4005583556389,Pomegranet001219.png,2022/09/12,15:00,Pomegranate,2022/09/12,05:00,V79S69M82G78K84L48M50M57J80T71,BrisaFrutal,,Reforestación Ecológica VerdeVida
CompraMaestra,4.43237413932445,184.8370802495793,Pomegranet001225.png,2022/09/25,14:00,Pomegranate,2022/09/25,09:00,V79S69M82G78K84L48M50N53J80T71,TropicalSabor,2.4218211011922386,Reforestación Ecológica VerdeVida
CompraMaestra,3.8622782781835663,194.08219928713095,Pomegranet001252.png,2022/09/16,06:00,Pomegranate,2022/09/15,23:00,V79S69M82G78K84L48M50Q50J80T71,EncantoNativo,2.412287479116954,Semillas Innovadoras S.A.
CompraMaestra,2.5786103859487235,378.0682115864224,Pomegranet001274.png,2022/09/30,01:00,Pomegranate,2022/09/29,15:00,V79S69M82G78K84L48M50S52J80T71,SabrosoEdén,2.204353350956935,Fitosanitarios BioPro
CompraMaestra,3.4091143839347398,252.70558844614183,Pomegranet001298.png,2022/09/28,07:00,Pomegranate,2022/09/28,06:00,V79S69M82G78K84L48M50U56J80T71,ExquisitoJardín,2.0617093685169148,Agronutrientes del Futuro
CompraMaestra,3.2300118109541183,501.0613072034111,Pomegranet00135.png,2022/09/03,09:00,Pomegranate,2022/09/03,02:00,V79S69M82G78K84L48M51Q46V78M,VibranteSabores,1.2140658957101025,Avícola San José
CompraMaestra,4.060175279567479,297.6049333759985,Pomegranet001454.png,2022/09/29,23:00,Pomegranate,2022/09/29,16:00,V79S69M82G78K84L48M52Q52J80T71,EncantoNativo,2.0889950580108034,RiegoSmart Innovación
CompraMaestra,3.84769020069589,195.41627057589275,Pomegranet001466.png,2022/09/10,12:00,Pomegranate,2022/09/10,01:00,V79S69M82G78K84L48M52R54J80T71,ArteFrutal,2.0206476089858567,EcoRiego Soluciones
CompraMaestra,2.402642409276388,379.9973133370237,Pomegranet001506.png,2022/09/15,07:00,Pomegranate,2022/09/14,18:00,V79S69M82G78K84L48M53L54J80T71,ArteFrutal,2.14890368154441,Tecnosembradoras del Sur
CompraMaestra,4.287829947452112,266.0029290145353,Pomegranet001530.png,2022/09/22,17:00,Pomegranate,2022/09/22,08:00,V79S69M82G78K84L48M53O48J80T71,RicoBosque,2.3807113479122286,EcoFungicidas Morales
CompraMaestra,3.78399869686564,296.92556277011846,Pomegranet001540.png,2022/09/26,12:00,Pomegranate,2022/09/26,03:00,V79S69M82G78K84L48M53P48J80T71,SinfoníaDelicias,2.127487546397074,RiegoSmart Innovación
CompraMaestra,3.1143175804119325,297.84814214995123,Pomegranet00155.png,2022/09/11,05:00,Pomegranate,2022/09/10,17:00,V79S69M82G78K84L48M53Q46V78M,FiestaSabor,,Tractores Eficientes Delgado
CompraMaestra,3.929929520776621,399.8923898386109,Pomegranet001593.png,2022/09/01,00:00,Pomegranate,2022/09/12,17:00,V79S69M82G78K84L48M53U51J80T71,ExquisitoJardín,1.7787804212853882,Pesca Sustentable Oceanica
CompraMaestra,3.23900964888782,246.00602386848203,Pomegranet00160.png,2022/09/24,12:00,Pomegranate,2022/09/24,05:00,V79S69M82G78K84L48M54L46V78M,VibranteSabores,1.5167786787123594,Cultivos Hidropónicos Innovagro
CompraMaestra,5.01808713922548,393.7883508700074,Pomegranet001608.png,2022/09/05,09:00,Pomegranate,2022/09/05,03:00,V79S69M82G78K84L48M54L56J80T71,FrescuraInigualable,2.115399247844728,Pecuaria Moderna Alcaraz
CompraMaestra,4.248142922423063,370.8972631138038,Pomegranet001652.png,2022/09/07,22:00,Pomegranate,2022/09/07,11:00,V79S69M82G78K84L48M54Q50J80T71,AventuraFrutal,2.2488539277022133,Cultivos Hidropónicos Innovagro
CompraMaestra,4.423424959674334,300.10759467418114,Pomegranet001696.png,2022/09/05,19:00,Pomegranate,2022/09/05,13:00,V79S69M82G78K84L48M54U54J80T71,TropicalSabor,2.197370044540272,Tecnosembradoras del Sur
CompraMaestra,3.394540185148648,374.2411649328494,Pomegranet001717.png,2022/09/12,05:00,Pomegranate,2022/09/11,19:00,V79S69M82G78K84L48M55M55J80T71,DeliciaNaturaleza,2.5501161499935545,Carnes Sostenibles CampoReal
CompraMaestra,3.9916456553236905,277.207088021509,Pomegranet001728.png,2022/09/25,14:00,Pomegranate,2022/09/25,09:00,V79S69M82G78K84L48M55N56J80T71,PaladarDorado,1.2425704014346115,Energía Renovable AgroSol
CompraMaestra,3.563446085489564,68.95038612069393,Pomegranet001740.png,2022/09/14,16:00,Pomegranate,2022/09/14,10:00,V79S69M82G78K84L48M55P48J80T71,GourmetFrutas,2.2527145126908485,Herramientas Agroindustriales Gómez
CompraMaestra,3.4890014328415626,142.2110296313232,Pomegranet001749.png,2022/09/22,16:00,Pomegranate,2022/09/22,09:00,V79S69M82G78K84L48M55P57J80T71,EmbrujoFrutal,1.69478718287932,Vivero Verde Esperanza
CompraMaestra,4.144734140607026,291.04656440692446,Pomegranet00178.png,2022/09/08,14:00,Pomegranate,2022/09/08,02:00,V79S69M82G78K84L48M55T46V78M,FrescuraMágica,2.2477817893295384,AgroQuímicos Naturales BioCultivos
CompraMaestra,2.8098828833152982,294.0125114253097,Pomegranet001790.png,2022/09/10,09:00,Pomegranate,2022/09/09,23:00,V79S69M82G78K84L48M55U48J80T71,ManjarFruity,1.3467903854207075,Veterinaria EcoAnimal
CompraMaestra,2.9504797649494785,237.79998568732475,Pomegranet001824.png,2022/09/15,08:00,Pomegranate,2022/09/15,01:00,V79S69M82G78K84L48M56N52J80T71,CosechaDivina,1.222890404665543,Avícola San José
CompraMaestra,3.716667321783919,147.5215872620672,Pomegranet001840.png,2022/09/21,22:00,Pomegranate,2022/09/21,14:00,V79S69M82G78K84L48M56P48J80T71,EmbrujoFrutal,1.792276685182668,Agricultura Inteligente TechCultivos
CompraMaestra,2.4050738208870075,422.3030803547945,Pomegranet001854.png,2022/09/24,07:00,Pomegranate,2022/09/23,22:00,V79S69M82G78K84L48M56Q52J80T71,DeliciaNaturaleza,1.4816231367029886,AgroSuministros del Campo
CompraMaestra,3.959423724270513,223.09136113404395,Pomegranet001887.png,2022/09/03,06:00,Pomegranate,2022/09/02,21:00,V79S69M82G78K84L48M56T55J80T71,SabrosoEdén,2.30378870323118,Energía Renovable AgroSol
CompraMaestra,4.628342466756202,458.7455931263597,Pomegranet001949.png,2022/09/30,12:00,Pomegranate,2022/09/30,05:00,V79S69M82G78K84L48M57P57J80T71,ExóticoManjar,2.3831064691677604,Productos Lácteos EcoLeche
CompraMaestra,4.178579574601627,414.4605557661488,Pomegranet00199.png,2022/09/24,17:00,Pomegranate,2022/09/24,11:00,V79S69M82G78K84L48M57U46V78M,FrescoDelValle,2.2402972882354697,Maquinaria Agrícola Avanzada
CompraMaestra,3.5861748785937237,270.6157507253472,Pomegranet001995.png,2022/09/17,23:00,Pomegranate,2022/09/17,21:00,V79S69M82G78K84L48M57U53J80T71,SaborNativo,1.9788287455717888,Tecnosembradoras del Sur
CompraMaestra,4.264867806250107,209.5155358250129,Pomegranet002009.png,2022/09/13,02:00,Pomegranate,2022/09/12,20:00,V79S69M82G78K84L48N48L57J80T71,JugosoAroma,,BioCosecha Orgánica
